,date,gender,style,roll,yaw,pitch
603,1523,F,High Renaissance,7.730995,-3.627564,-16.664055
605,1946,M,Naïve Art (Primitivism),-0.3431449,26.854664,-13.756296
606,1900,M,Symbolism,-1.3406937,12.804123,-20.35671
608,1890,M,Art Nouveau (Modern),-1.35939,-10.025217,-12.8777
609,1428,M,Northern Renaissance,-7.797659,5.209669,-8.937073
610,1882,M,Academicism,-8.154964,31.002363,-5.3084307
616,1878,M,Romanticism,-10.845911,21.36288,-12.849663
618,1510,M,Northern Renaissance,10.241431,15.365467,-7.6223025
619,1540,M,Mannerism (Late Renaissance),6.46619,18.583767,-3.8956695
620,1890,M,Post-Impressionism,-4.131666,-17.094456,-2.9122787
621,1901,F,Impressionism,5.0786533,68.857895,1.327543
622,1915,M,Shin-hanga,3.1566203,-24.697573,-8.897822
626,1930,F,Socialist Realism,9.755131,10.334372,-8.47929
627,1526,M,Mannerism (Late Renaissance),5.798895,-33.812115,7.443701
629,1865,M,Impressionism,6.053797,22.352695,-12.518028
630,1845,F,Neoclassicism,8.033704,22.37732,-8.939933
633,1881,M,Romanticism,4.8173027,25.39867,-19.10068
634,1916,M,Art Nouveau (Modern),-0.6166644,15.588607,-8.986649
636,1657,M,,-12.308925,28.326681,-26.429688
637,1850,M,Neoclassicism,-7.1920547,16.320019,-14.341021
638,1490,M,Early Renaissance,17.226181,-12.5030365,-7.0959215
639,1420,M,Northern Renaissance,-0.87805635,0.067154735,-22.56485
640,1636,M,Baroque,-1.2758763,-12.468024,-17.409512
641,1529,M,Mannerism (Late Renaissance),0.2672783,16.331398,-13.530611
643,1622,M,Baroque,3.3056202,-30.32903,-4.903606
646,1806,M,Neoclassicism,-2.8371325,4.017437,-11.416563
647,1850,M,Neoclassicism,3.4931402,-1.0628465,-9.752342
648,1645,F,Baroque,-5.7965145,-27.623075,-6.0980716
649,1889,M,Art Nouveau (Modern),4.6513653,-5.671846,-7.3761096
652,1527,M,High Renaissance,-12.833284,-2.8893023,-10.659093
653,1916,M,Art Nouveau (Modern),4.80491,4.6629424,-1.9408321
654,1810,M,Neoclassicism,-4.3349285,3.034274,-8.445723
655,1437,M,Early Renaissance,9.922324,-15.893999,-16.52886
656,1826,F,Neoclassicism,0.34329557,12.979006,-13.873123
658,1476,M,Early Renaissance,11.7597685,-38.458443,-4.006213
659,1618,F,Baroque,-3.4463818,-6.818665,-7.850792
662,1476,M,Early Renaissance,9.38355,34.51545,4.477778
664,1635,M,Baroque,-1.9377658,19.128496,-6.5063524
665,1532,F,Northern Renaissance,-7.322043,14.067184,-20.510847
667,1856,F,Neoclassicism,-2.6982017,-20.316269,-10.963143
668,1967,F,Surrealism,1.9358851,1.334851,-14.025433
669,1916,M,Art Nouveau (Modern),3.7125711,24.753128,-4.630105
670,1796,M,Rococo,-0.04724461,26.29998,-8.002315
672,1873,M,Realism,-4.042437,8.63068,-6.2596593
673,1823,M,Neoclassicism,-1.2654595,-4.0491867,-8.628306
674,1635,M,Baroque,-0.07200074,1.7250149,-13.984598
676,1496,M,Northern Renaissance,-16.766344,26.07389,-17.131998
677,1811,M,Neoclassicism,6.4260178,3.8601952,-1.8539255
678,1812,M,Neoclassicism,5.359667,19.815216,-2.3116431
679,1810,M,Neoclassicism,5.084427,24.686848,-8.809038
680,1810,M,Neoclassicism,-0.6174264,56.416203,-1.8083637
681,1937,M,Fauvism,-4.084811,-20.222971,-5.881675
682,1830,M,Neoclassicism,21.572742,-54.45453,-12.218968
683,1816,M,Neoclassicism,-4.7440085,-6.915373,-11.309011
684,1601,F,Mannerism (Late Renaissance),3.3265412,6.8442736,-17.484062
686,1445,F,Northern Renaissance,13.400833,-20.803791,-17.311054
687,1916,M,Art Nouveau (Modern),8.571099,23.039465,0.09616017
688,1490,M,Northern Renaissance,-3.54775,17.252697,-10.718507
689,1869,M,Romanticism,0.100716986,13.207995,-11.04707
690,1906,M,Expressionism,5.409299,-13.748533,-15.634222
691,1520,M,Northern Renaissance,9.681846,-2.722321,-6.1973987
693,1823,F,Neoclassicism,7.3146424,12.713824,-10.372401
694,1921,M,Art Nouveau (Modern),2.7415364,34.964043,5.876199
695,1510,M,Northern Renaissance,11.828545,-29.91615,-16.91038
696,1615,M,Baroque,2.3637705,-8.852565,-8.505839
699,1804,M,Neoclassicism,0.59432936,-23.654877,-5.8312845
700,1644,M,Baroque,0.11513555,14.343895,-6.168794
701,1907,M,Expressionism,-1.6718667,-4.642312,-8.943211
703,1617,F,Baroque,-2.2539244,-29.133738,-13.973102
704,1889,F,Realism,-7.5258207,-44.610245,10.125474
705,1826,M,Romanticism,-6.246305,44.53312,-1.1857277
708,1882,M,Realism,-3.624118,-18.344547,-4.4241085
709,1878,M,Impressionism,9.6601925,-9.331311,6.441223
710,1902,M,Art Nouveau (Modern),4.356827,1.7867908,-8.083626
711,1878,F,Neoclassicism,-2.9004755,1.6617715,-10.807943
712,1916,M,Art Nouveau (Modern),18.374233,15.78826,-18.681911
713,1520,M,High Renaissance,3.0910594,13.630661,-11.764332
715,1511,F,Northern Renaissance,9.971149,-15.903719,-16.961096
717,1826,M,Neoclassicism,-6.270462,-0.80346584,-5.0371046
718,1430,M,Northern Renaissance,13.091011,11.490278,-6.08061
719,1911,M,Romanticism,6.2804127,17.319338,-7.7093673
722,1919,M,Realism,3.0708067,-10.303982,-0.5209806
723,1909,F,Expressionism,-4.088187,2.045277,-17.622467
724,1890,M,Impressionism,11.91835,-72.60886,-18.445354
726,1639,F,Baroque,-5.489773,-23.02174,-1.9180818
727,1812,M,Neoclassicism,1.6301434,-21.750393,-7.317111
728,1885,M,Realism,-4.7580357,-28.373047,2.0395124
729,1521,M,Northern Renaissance,2.3387954,-42.11409,-13.088748
730,1506,M,Northern Renaissance,-1.6695218,16.09007,-12.169773
731,1922,M,Symbolism,-0.3374843,38.02756,-0.81545436
732,1900,M,Realism,12.36359,-18.146202,-9.3342
733,1529,M,Northern Renaissance,3.4557076,11.524275,-10.970072
734,1494,F,High Renaissance,9.969221,-5.8863916,-13.972139
735,1716,M,Baroque,-2.2264433,-23.980518,-4.4193096
738,1784,M,Neoclassicism,0.26598984,21.559444,-4.4903517
740,1885,M,Post-Impressionism,-2.5862236,67.274895,-3.656288
742,1623,M,Baroque,4.007848,43.612762,-15.83877
743,1523,M,High Renaissance,31.630451,-40.984905,-1.6865404
744,1527,F,High Renaissance,6.004618,3.2931614,-16.92094
745,1532,F,Northern Renaissance,8.008853,22.849829,-4.8516884
747,1926,M,Socialist Realism,1.3359826,8.057155,-6.1030335
748,1905,M,Fauvism,4.050565,13.898832,-4.0927725
749,1910,M,Expressionism,0.55554986,-46.585735,-11.560093
750,1887,M,Post-Impressionism,0.058401585,-9.6394615,-10.695841
751,1493,F,High Renaissance,18.026796,-24.160397,-22.789974
753,1605,M,Baroque,-0.25705314,62.49237,-10.594159
754,1870,M,Romanticism,-6.3789964,3.8419724,-14.969879
756,1520,M,Northern Renaissance,-0.6624732,-5.404761,-8.373987
757,1537,F,Northern Renaissance,6.951745,29.123066,-3.3251662
758,1912,M,Impressionism,0.33739662,-16.59361,-14.17621
760,1640,M,Baroque,-0.96254456,-16.324707,-23.528168
761,1848,F,Neoclassicism,-9.1237545,-8.9258995,-16.08825
762,1503,M,Northern Renaissance,-6.462591,24.84534,-1.9746369
763,1903,F,Neoclassicism,5.064737,18.879465,-12.9540415
764,1535,M,Northern Renaissance,2.5045202,-28.88434,-5.079835
765,1637,F,Tenebrism,11.005287,-37.228054,-9.105446
766,1876,M,Neoclassicism,6.2295027,-10.945723,-14.875267
767,1495,M,High Renaissance,8.341019,-19.050621,-15.688999
768,1918,F,Expressionism,3.8048465,-2.2362626,-13.437616
769,1885,M,Realism,2.9717674,-23.873344,-8.178042
770,1873,F,Impressionism,-1.9087377,12.0662155,-5.021392
772,1807,M,Romanticism,12.700386,-18.286854,-19.184982
773,1926,M,Muralism,-0.24684566,-1.4005136,-3.7224288
775,1891,M,Art Nouveau (Modern),1.3172755,-15.505742,-14.025544
776,1918,M,Art Nouveau (Modern),4.016253,8.654095,2.6997032
778,1897,F,Realism,7.0559654,-8.605973,-11.2962265
779,1880,M,Impressionism,-3.9656048,-30.87341,-2.6561532
780,1470,M,Early Renaissance,1.3224472,-15.057021,-21.65521
781,1821,M,Neoclassicism,-3.4784503,-2.236264,-11.362349
783,1957,M,Expressionism,1.5517732,1.9861572,-4.7107654
784,1763,M,Neoclassicism,-8.387257,14.290093,-7.131072
785,1500,M,Northern Renaissance,-1.4295031,-7.1333456,-18.698635
786,1616,F,Baroque,2.3973737,-7.7191515,-24.909985
787,1658,M,Baroque,-13.608425,11.860733,-11.403077
788,1475,M,Northern Renaissance,6.805668,-15.159021,-18.85473
789,1631,F,Baroque,-1.974122,17.857,-10.563808
790,1659,M,Baroque,0.28002423,11.329478,-15.8633585
791,1916,M,Expressionism,16.692593,12.731047,-15.480852
794,1869,M,Realism,-16.485067,36.710842,-24.58774
795,1311,M,Proto Renaissance,4.743626,-44.39343,-7.2377186
796,1841,M,Neoclassicism,3.2256346,-14.585704,-17.907116
797,1482,M,Northern Renaissance,0.10990906,-0.99088585,-9.822128
798,1873,M,Academicism,18.743387,22.89655,-11.952621
799,1888,M,Post-Impressionism,3.8684072,21.44161,-19.399406
801,1879,F,Impressionism,4.283031,-52.93933,-4.050444
802,1475,M,Northern Renaissance,-2.5779333,-16.55684,-12.531633
803,1881,M,Realism,9.357341,38.69661,-11.95687
804,1639,M,Baroque,-3.9032202,10.212374,-16.336271
805,1564,M,Mannerism (Late Renaissance),-8.617678,-8.757528,-12.680381
806,1868,M,Realism,-3.1416206,15.707647,-8.219398
807,1840,F,Realism,5.050145,-17.296928,-8.854931
808,1513,M,Northern Renaissance,8.425467,14.375765,-9.810546
810,1435,M,Northern Renaissance,-1.4351705,19.38467,-4.4038196
813,1804,M,Neoclassicism,0.78031814,-25.518946,-6.3339443
814,1886,M,Academicism,-7.4776983,29.887306,-10.303947
815,1835,M,Romanticism,-6.5722604,5.3220043,-18.558119
817,1735,M,Rococo,-7.1028028,48.750954,-16.031193
818,1519,M,Northern Renaissance,2.7007053,1.2190955,-10.158669
820,1877,M,Realism,8.046414,-32.617195,-15.212307
821,1494,M,Northern Renaissance,2.3212473,-32.72528,-10.628293
822,1487,M,Northern Renaissance,4.154376,-1.6419648,-12.870283
823,1886,M,Realism,1.8598783,50.073868,-16.269947
824,1300,M,Proto Renaissance,-13.292332,20.329147,-18.252825
825,1617,M,Baroque,-3.5772476,38.963955,-13.232296
826,1917,M,Expressionism,-9.759129,-10.800779,-3.141458
827,1792,F,Ukiyo-e,-24.456379,30.523842,-7.755144
828,1862,M,Realism,-2.5964985,-29.552435,4.5021296
829,1888,M,Post-Impressionism,-2.0384557,-22.478743,-9.926491
830,1820,M,Symbolism,16.24133,-18.40329,-9.419073
831,1750,M,Rococo,9.900714,7.35446,4.6387224
833,1888,M,Post-Impressionism,5.184018,22.631254,-10.506111
835,1653,M,Baroque,0.43931723,-3.6498466,-8.245338
836,1869,M,Realism,-5.4504967,17.806583,-16.094833
837,1914,M,Expressionism,-2.1389744,-12.042723,-4.0481253
839,1526,M,Mannerism (Late Renaissance),1.0115094,-8.297505,-8.972975
842,1882,M,Realism,-9.991844,0.5475235,-19.0821
843,1521,M,Northern Renaissance,8.307525,-27.128294,-13.550901
844,1842,F,Romanticism,12.865181,-4.964782,-14.222254
845,1937,F,Neoclassicism,-1.6689628,-10.5190325,-10.691469
846,1889,M,Post-Impressionism,-0.43042946,30.312452,-5.253295
847,1807,F,Neoclassicism,1.657182,-7.327248,-12.454181
848,1525,F,Mannerism (Late Renaissance),-10.900524,-4.303766,-2.9745913
849,1474,M,Northern Renaissance,-3.8081193,-21.731647,-4.2083526
850,1776,M,Neoclassicism,11.439763,12.663214,-14.870538
851,1792,F,Neoclassicism,2.684629,13.084755,-8.248556
852,1530,M,High Renaissance,6.7460294,-14.705354,-16.398384
853,1514,M,Northern Renaissance,7.5383415,-6.253457,-15.445446
854,1515,M,Mannerism (Late Renaissance),3.7358737,-12.91247,-5.0212574
855,1628,M,Baroque,3.222938,-18.007088,-18.683338
856,1475,M,Early Renaissance,0.9598861,2.628779,-9.787757
857,1475,M,Northern Renaissance,0.4485199,32.768997,-11.625811
858,1518,M,Mannerism (Late Renaissance),6.7840734,-8.122135,-0.796102
862,1538,M,Northern Renaissance,-1.7997721,-36.269928,8.428407
863,1475,M,Early Renaissance,-1.800879,30.403542,-2.4056592
864,1517,F,Northern Renaissance,6.443089,14.690978,-13.720955
865,1666,M,Baroque,-3.6479027,-14.5387945,-7.032941
866,1916,F,Art Nouveau (Modern),2.8515103,6.7030315,-9.592949
868,1750,M,Rococo,-0.21220767,7.214893,-4.9879246
869,1487,M,Northern Renaissance,2.5182486,30.096336,-14.968646
870,1543,M,Northern Renaissance,7.470263,-48.316513,-2.3523269
871,1885,M,Art Nouveau (Modern),-3.7952304,-0.05426526,-11.321859
872,1639,M,Baroque,11.024605,-25.253218,4.2283063
873,1895,M,Art Nouveau (Modern),6.429936,-8.020472,-13.438484
874,1640,M,Tenebrism,6.936535,32.288834,-19.505667
875,1878,F,Romanticism,12.528339,57.13852,-1.4318109
876,1851,F,Neoclassicism,2.6485472,-12.099998,-10.618076
877,1886,M,Post-Impressionism,-2.5553694,-33.83815,-7.008995
878,1830,M,Romanticism,0.8708391,-40.339462,-11.18628
879,1640,M,Baroque,0.87151027,18.785105,-7.471302
880,1475,F,Northern Renaissance,-4.53186,18.534231,-13.69356
881,1628,F,Classicism,-15.735207,8.6291895,-20.426159
883,1516,M,High Renaissance,3.3856921,-21.445862,-9.383011
884,1617,M,Baroque,-10.029726,15.570914,-3.2838032
885,1903,M,Expressionism,8.546787,-15.230285,-17.19961
887,1863,M,Neoclassicism,-25.417427,54.565483,-1.1440792
888,1537,M,Northern Renaissance,-0.80548525,11.799318,-9.849979
890,1500,M,High Renaissance,-14.993879,6.9034243,-20.188929
891,1480,M,Northern Renaissance,-3.787103,10.705563,-9.8846855
892,1539,M,Northern Renaissance,-0.5607425,-0.13724327,-11.651361
893,1517,M,High Renaissance,21.861666,-12.708082,-15.8900175
894,1868,M,Impressionism,15.995608,-46.729828,-33.197533
895,1893,F,Realism,2.106617,-3.8008602,-11.073281
896,1886,M,Realism,-0.6612129,-7.308513,-14.049195
897,1924,F,Cubism,-4.65604,1.2679886,-8.922625
898,1894,M,Realism,4.2720823,36.356422,-5.120928
899,1470,M,Early Renaissance,-13.042225,13.961513,-9.656098
900,1885,M,Realism,-1.5318711,-8.495964,-13.354528
901,1859,F,Academicism,-1.5639513,1.9309206,-9.024172
902,1887,M,Post-Impressionism,5.72562,8.520946,-3.7607465
905,1526,F,Northern Renaissance,-11.35864,-8.465571,-16.066057
906,1636,F,Baroque,-2.4845238,1.3669591,-7.6677227
909,1892,M,Post-Impressionism,5.3493223,10.41945,-9.213611
910,1650,M,Tenebrism,2.2463853,2.2388554,1.50895
911,1529,F,Mannerism (Late Renaissance),-0.8332039,0.4667406,1.0487597
912,1878,M,Impressionism,-0.06656182,18.876404,-8.894686
913,1620,F,Baroque,-16.141785,-20.030989,-6.180172
914,1835,F,Romanticism,-9.522898,16.439693,-14.40122
915,1515,M,Northern Renaissance,3.2834313,-15.260861,-9.762769
916,1515,M,High Renaissance,-10.1929035,11.797991,-24.655598
917,1883,M,Symbolism,5.3641024,-21.3547,-16.586958
918,1505,M,Northern Renaissance,-6.991021,14.08565,-11.617483
919,1635,M,Baroque,-4.850225,-28.74479,-7.9564743
921,1936,M,Naïve Art (Primitivism),1.955766,-3.331863,-12.304359
922,1285,M,Byzantine,16.097168,-15.968563,-25.691298
924,1643,F,Tenebrism,13.775204,-49.95649,-12.858803
925,1882,M,Post-Impressionism,1.9338596,-34.46584,-12.042984
926,1602,M,Baroque,7.2474117,17.15782,-10.502566
928,1880,M,Academicism,1.6365302,-1.2264328,0.43638897
929,1880,M,Realism,12.085573,22.836815,-2.0584254
930,1526,M,Northern Renaissance,1.2241846,19.55259,-16.644445
931,1889,M,Post-Impressionism,3.36333,18.147596,-14.760649
932,1716,M,Rococo,-12.639201,22.64255,2.7446418
933,1524,F,High Renaissance,-1.840523,1.4765497,-16.343967
934,1769,M,Rococo,0.6003926,-18.948095,2.9492273
935,1435,M,Northern Renaissance,4.3722415,32.75195,-8.022723
936,1879,M,Impressionism,-0.47554374,16.585428,-4.5690565
937,1904,M,Symbolism,9.466097,-16.104677,-7.540543
939,1885,M,Realism,4.084636,6.2620893,-10.965903
940,1669,F,Baroque,-1.8384014,13.810941,-7.711775
941,1487,M,Northern Renaissance,-2.581706,-5.2459955,-19.143417
943,1830,F,Romanticism,-3.2673213,4.319869,-21.618187
944,1470,M,Northern Renaissance,12.152053,-16.712276,-15.810956
945,1832,M,Romanticism,-11.021774,15.642139,-11.430844
947,1493,M,Northern Renaissance,-1.0208228,-26.023006,-0.77524894
948,1895,M,Post-Impressionism,-1.3394082,-18.358204,-10.500674
949,1580,M,Mannerism (Late Renaissance),2.5553014,-35.430527,0.8360113
950,1906,F,Impressionism,0.90560204,-0.77462673,-8.521186
951,1518,M,Mannerism (Late Renaissance),4.8720303,13.81911,-3.855588
952,1519,M,Northern Renaissance,9.809317,-24.158318,-11.852378
953,1525,M,Northern Renaissance,5.3915544,-5.008748,-11.037319
955,1961,M,,9.119912,42.858818,8.477248
956,1638,M,Baroque,-3.1338427,-0.888144,-4.1367307
958,1519,M,Mannerism (Late Renaissance),-1.4002969,-30.532434,-4.514929
959,1485,M,Early Renaissance,-7.959805,-36.045204,2.4026186
960,1625,M,Baroque,-10.657991,13.343454,-29.300354
961,1840,M,Romanticism,4.6336126,-12.805781,-17.338947
962,1721,M,Baroque,-7.488156,34.94657,-6.0622845
964,1820,M,Neoclassicism,3.7287197,3.2080889,-13.661287
965,1806,M,Neoclassicism,0.32418048,-18.99215,-11.051601
967,1760,F,Rococo,22.542921,31.244898,5.9153457
968,1520,M,Mannerism (Late Renaissance),-1.561377,77.577995,1.9792972
970,1750,M,Rococo,-18.020428,10.871586,-14.595196
971,1887,M,Post-Impressionism,7.6263328,9.692152,-8.266833
972,1436,M,Northern Renaissance,-22.281878,-3.2411947,-20.346191
973,1890,M,Post-Impressionism,1.8629813,16.355944,-13.046223
974,1625,M,Baroque,-12.476659,11.594629,-18.241854
975,1880,M,Realism,-2.0408344,-7.641235,-1.6435428
976,1524,M,Mannerism (Late Renaissance),11.324667,27.069744,-7.670088
977,1505,M,High Renaissance,2.9268324,11.294715,-15.282002
978,1506,M,Northern Renaissance,3.0850015,-13.087337,-15.694078
979,1982,M,Neo-Expressionism,-1.4599862,19.212433,-20.27969
980,1470,M,Early Renaissance,-6.446674,-4.5385995,-21.42783
981,1539,M,High Renaissance,-8.497802,8.107684,-2.0674021
982,1841,M,Romanticism,-19.369516,12.06189,-12.897498
983,1472,M,Early Renaissance,2.2823527,-21.497942,0.41584468
985,1612,M,Baroque,-1.3538706,-40.99788,-17.589039
987,1866,F,Romanticism,6.633007,-30.631607,-2.232406
988,1852,F,Romanticism,-6.40723,14.3101845,-10.638256
989,1851,F,Romanticism,-4.2536063,8.68358,-10.117559
990,1979,F,,-7.4035873,8.917726,-11.432993
991,1845,M,Romanticism,-3.745596,19.536945,-4.5700207
992,1645,M,Baroque,0.12586546,20.013681,-15.824505
993,1886,M,Academicism,0.7716938,18.542683,-10.036326
994,1896,F,Impressionism,0.14875817,-9.940897,-6.4963303
996,1525,F,High Renaissance,1.9295549,-37.807236,-12.027161
997,1853,M,Romanticism,-1.065453,-36.109543,-11.665409
998,1532,F,Northern Renaissance,7.3695593,25.064993,-1.3711865
999,1860,M,Romanticism,-2.0481167,-31.700489,-9.685501
1000,1507,M,Northern Renaissance,4.588194,-3.1044948,-3.8104725
1001,1598,F,Baroque,-1.3181177,-13.278504,-11.549249
1002,1633,M,Baroque,-7.0523214,-54.254463,-17.854256
1003,1890,M,Symbolism,-2.4519458,1.0521669,-11.034201
1004,1637,M,Tenebrism,6.480462,-9.18715,-12.022014
1005,1476,M,Early Renaissance,0.9881666,19.576933,6.605662
1006,1638,M,Baroque,-1.5178461,5.242425,-9.686056
1007,1620,M,Baroque,1.5423403,20.036728,-11.120385
1008,1850,M,Neoclassicism,-15.25564,8.420609,-3.020559
1009,1900,F,Impressionism,-2.2412777,-9.309332,-18.45305
1011,1502,M,Northern Renaissance,-2.7269664,17.785208,-6.6295295
1012,1472,M,Early Renaissance,-9.866306,53.469955,-17.689602
1013,1540,F,Northern Renaissance,-0.9923132,22.15968,-11.516344
1014,1533,M,Northern Renaissance,2.8077102,0.5207577,-10.710282
1015,1516,F,High Renaissance,13.705909,23.93732,-20.673891
1016,1915,M,Expressionism,17.461897,19.189045,-12.08717
1017,1855,M,Impressionism,3.9677577,12.212623,-15.990637
1018,1848,F,Romanticism,-2.0793145,-12.31723,-18.600864
1019,1870,M,Romanticism,2.4277883,33.745533,-12.190719
1020,1660,F,Baroque,-8.141041,-6.590486,-9.366002
1021,1837,M,Romanticism,-1.8840948,-25.664669,-0.721465
1022,1643,M,Baroque,-4.030568,7.440529,-0.6937609
1023,1615,M,Tenebrism,2.4540827,-0.6198292,-6.9937325
1024,1539,M,Northern Renaissance,4.2748036,20.117203,-0.8204739
1025,1555,M,Mannerism (Late Renaissance),-2.2330463,18.772608,-7.2868047
1026,1500,F,High Renaissance,-0.32727623,5.3374248,-16.264275
1028,1911,M,Magic Realism,3.0707486,-15.174349,0.77618766
1029,1910,M,Art Nouveau (Modern),-1.0954843,41.430626,0.96995974
1030,1492,M,Northern Renaissance,14.004183,-17.768639,-24.86914
1031,1916,F,Art Nouveau (Modern),-6.1274967,0.8994267,3.2937226
1032,1723,M,Rococo,-14.071349,43.67245,-4.058441
1033,1530,F,Mannerism (Late Renaissance),6.9226503,-18.015217,-9.564159
1034,1508,M,High Renaissance,-7.83922,5.4849524,-9.409674
1035,1851,F,Romanticism,2.0742743,-35.164146,0.96705717
1036,1600,M,Mannerism (Late Renaissance),4.315014,-1.3172197,-10.786328
1037,1475,M,Northern Renaissance,1.8408456,-5.2226553,-13.912489
1038,1542,F,Mannerism (Late Renaissance),-0.32951975,3.594116,-1.7774923
1039,1943,M,Surrealism,4.3579865,17.438053,-10.395766
1040,1627,M,Baroque,9.73776,39.285423,2.480192
1041,1603,M,Baroque,12.807573,0.97387457,-20.68515
1042,1867,M,Neoclassicism,-10.928338,38.292393,-5.841317
1043,1874,M,Neoclassicism,-11.35214,9.313723,-22.418041
1044,1745,M,Rococo,-1.5288969,-12.61187,-5.517205
1045,1473,F,Early Renaissance,-5.1864166,9.945877,-10.695211
1046,1436,M,Northern Renaissance,1.6013585,27.337948,2.4370596
1047,1891,M,Post-Impressionism,6.888047,-63.680187,-4.94369
1048,1495,M,High Renaissance,1.0553374,57.772903,-23.873112
1049,1842,F,Romanticism,-5.1670623,27.367224,-5.2823014
1050,1908,M,Expressionism,-3.8174343,-27.962225,-8.907128
